,Marital status,Course Code,Attendance,Previous qualification,Previous qualification (grade),Admission grade,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,Target,DropOff_Rate,Appreciation_Rate
3622,single,9238,present,SSCE,140,140.7,yes,male,yes,18,6,13.16666667,6,16,1.74,Graduate,0,2.83
3627,single,9773,present,SSCE,145,131,yes,male,yes,18,6,12.16666667,5,11.2,0.32,Enrolled,0.97,0
3629,single,9670,present,SSCE,123,125.5,no,male,yes,19,6,13.83333333,6,14.28571429,3.51,Graduate,0,0.45
3630,single,9500,present,SSCE,108,107.8,yes,male,yes,20,6,12.35714286,7,13,0.79,Graduate,0,0.64
3633,single,9254,present,SSCE,170,138.3,yes,male,no,33,9,12.41666667,7,13,1.74,Graduate,0,0.58
3635,single,9500,present,Bsc,141,145,yes,male,no,21,18,14.93333333,18,14.93333333,0.32,Graduate,0,0
3636,single,9773,present,SSCE,125,125.7,yes,male,no,19,6,13,6,11.66666667,3.51,Graduate,1.33,0
3637,married,9853,present,Bsc,133.1,108,no,male,no,33,7,12.85714286,6,12.66666667,3.51,Enrolled,0.19,0
3638,married,9500,present,SSCE,143,128.7,yes,male,no,18,7,14.455,8,13.91,-4.06,Graduate,0.55,0
3639,single,9670,present,SSCE,142,128,yes,male,yes,18,6,14,6,13.28571429,2.02,Graduate,0.71,0
3640,single,9773,present,SSCE,150,146.5,yes,male,yes,20,6,13.5,6,12.66666667,2.02,Graduate,0.83,0
3642,single,8014,absent,SSCE,133.1,118,yes,male,yes,20,6,11.66666667,5,14,1.74,Graduate,0,2.33
3643,single,9085,present,SSCE,125,117,yes,male,yes,19,4,12,5,13.33333333,1.74,Graduate,0,1.33
3644,single,9238,present,SSCE,121,115.4,yes,male,yes,19,6,11.71428571,6,11.83333333,0.79,Graduate,0,0.12
3645,single,9238,present,SSCE,133.1,117,yes,male,no,21,6,12.66666667,6,12.42857143,2.02,Graduate,0.24,0
3648,single,9500,present,SSCE,132,118,yes,male,no,18,7,12.32857143,7,12.32857143,-1.7,Graduate,0,0
3650,single,9070,present,SSCE,135,126.4,yes,male,yes,20,12,13.25,11,12.72727273,-4.06,Graduate,0.52,0
3652,single,9130,present,SSCE,133,124.4,yes,male,yes,18,7,13.3,8,15.125,-4.06,Graduate,0,1.82
3653,single,9085,present,OND,140,140,yes,male,no,20,6,12.55555556,5,11.8,-0.92,Enrolled,0.76,0
3654,single,9773,present,SSCE,135,129.4,yes,male,no,18,6,12.83333333,6,12.16666667,2.02,Graduate,0.67,0
3655,single,9238,present,OND,140,141.7,yes,male,yes,20,6,12.83333333,6,12.83333333,0.79,Graduate,0,0
3657,single,9500,present,SSCE,122,116.8,yes,male,no,20,6,13.27142857,7,14.47142857,0.79,Graduate,0,1.2
3658,single,9991,absent,SSCE,143,135,yes,male,yes,20,5,12.4,5,12.83333333,1.74,Graduate,0,0.43
3661,single,9773,present,SSCE,156,155,yes,male,no,18,6,14.28571429,6,13.25,3.51,Graduate,1.04,0
3662,single,9085,present,SSCE,142,127,yes,male,no,18,3,12.33333333,5,12.6,1.74,Graduate,0,0.27
3663,single,9500,present,SSCE,142,130.8,yes,male,yes,19,6,12.58333333,7,12.67142857,0.79,Graduate,0,0.09
3664,single,9500,present,SSCE,126,121.8,yes,male,no,19,6,13.73166667,7,13.77142857,1.79,Dropout,0,0.04
3665,single,9003,present,Bsc,133.1,140,yes,female,no,43,6,12.875,5,12.14285714,-0.92,Enrolled,0.73,0
3666,married,9070,present,SSCE,170,148.5,yes,female,no,47,8,14.625,5,13.4,-3.12,Dropout,1.22,0
3668,single,9238,present,SSCE,133,119.7,yes,male,yes,19,6,12.66666667,6,12.66666667,3.51,Graduate,0,0
3669,single,9500,present,SSCE,122,122,yes,male,no,20,6,12.49166667,6,12.49166667,-1.7,Graduate,0,0
3670,single,171,present,SSCE,138,147.5,yes,male,yes,19,12,13.66666667,11,14.16666667,3.51,Graduate,0,0.5
3671,single,9085,present,SSCE,163,150.8,yes,male,no,19,6,16,6,14.5,-4.06,Graduate,1.5,0
3672,single,9085,present,OND,150,150,yes,male,no,19,6,14.14285714,6,13,0.79,Graduate,1.14,0
3674,single,9070,present,SSCE,144,127.2,yes,male,yes,20,6,12.66666667,6,13,1.74,Graduate,0,0.33
3675,single,9070,present,SSCE,118,111,yes,male,no,21,6,12.5,6,12.66666667,0.32,Graduate,0,0.17
3678,single,9670,present,SSCE,133.1,140,yes,male,no,22,6,15.16666667,6,16,0.79,Graduate,0,0.83
3679,single,9853,present,SSCE,124,113.9,yes,male,yes,19,6,12.66666667,6,12,-1.7,Graduate,0.67,0
3681,married,9147,present,SSCE,133.1,119.8,yes,female,no,26,5,12,5,10.2,2.02,Enrolled,1.8,0
3685,single,9003,present,SSCE,120,134.4,yes,female,no,24,6,15.71428571,6,15.9,-4.06,Dropout,0,0.19
3686,single,9147,present,SSCE,133.1,125.3,yes,female,no,26,11,10.81818182,11,11.63636364,0.32,Dropout,0,0.82
3696,single,9254,present,SSCE,112,108.5,yes,female,no,21,6,12.66666667,5,11.4,-3.12,Graduate,1.27,0
3698,single,9500,present,SSCE,133.1,101,yes,female,no,20,5,12.87857143,7,11.85625,-4.06,Graduate,1.02,0
3700,single,9070,present,SSCE,131,120.2,yes,female,no,18,6,12.83333333,5,11.4,-4.06,Enrolled,1.43,0
3704,single,9670,present,SSCE,121,111.9,yes,female,no,19,6,14.16666667,6,14,0.79,Graduate,0.17,0
3708,single,9070,present,SSCE,128,136.1,no,female,no,19,6,12.66666667,5,11.8,2.02,Dropout,0.87,0
3710,single,9085,present,SSCE,137,141.6,yes,female,no,21,4,12.25,5,12,0.32,Graduate,0.25,0
3724,single,9670,present,SSCE,122,116.1,yes,female,yes,18,4,12.25,5,12.2,-3.12,Dropout,0.05,0
3725,single,9003,present,OND,130,130,yes,female,no,22,5,11.4,6,11.66666667,-4.06,Dropout,0,0.27
3727,single,9670,present,SSCE,125,125,yes,female,no,20,4,14.25,5,14,1.74,Graduate,0.25,0
3728,single,8014,absent,Msc,110,110,yes,female,no,42,11,14.45454545,10,14.2,2.02,Graduate,0.25,0
3729,single,9003,present,SSCE,133.1,115,yes,female,no,21,12,14.53846154,12,14.46153846,-4.06,Graduate,0.08,0
3730,single,9500,present,SSCE,132,129.6,yes,female,no,23,6,12.73333333,7,11.95,-0.92,Graduate,0.78,0
3734,single,9147,present,SSCE,129,112,yes,female,no,22,5,11.2,7,11.25,-1.7,Dropout,0,0.05
3735,single,9500,present,SSCE,144,128.8,yes,female,no,19,6,13.2,6,13.2,0.32,Graduate,0,0
3738,single,9119,present,SSCE,133,123.2,yes,female,no,18,5,13.6,5,14.6,3.51,Graduate,0,1
3740,single,9670,present,SSCE,133.1,116.2,yes,female,no,24,5,12.85714286,5,13.66666667,2.02,Dropout,0,0.81
3741,single,9119,present,SSCE,133.1,123,yes,female,yes,28,3,14.33333333,5,12.42857143,-3.12,Enrolled,1.9,0
3742,single,9670,present,SSCE,118,113.5,yes,male,yes,19,5,13.5,6,14,1.79,Graduate,0,0.5
3746,single,9500,present,SSCE,125,119.8,yes,male,yes,19,8,12.82875,8,12.82875,-3.12,Graduate,0,0
3749,single,9070,present,SSCE,139,138.3,yes,male,no,19,6,14.66666667,6,13.16666667,-3.12,Graduate,1.5,0
3750,single,9500,present,SSCE,130,122.5,yes,male,no,19,7,13.93714286,7,13.93714286,1.74,Graduate,0,0
3751,single,9070,present,SSCE,148,148,yes,male,no,20,10,14.7,12,14.58333333,-4.06,Graduate,0.12,0
3752,single,9773,present,SSCE,130,126.2,yes,male,no,18,6,11.66666667,5,12.2,-1.7,Graduate,0,0.53
3753,single,9500,present,Bsc,134,129.8,yes,male,no,20,6,14.85,6,14.85,0.32,Graduate,0,0
3755,single,9500,present,SSCE,137,126.7,yes,male,no,18,7,13.6875,8,15.62222222,0.79,Dropout,0,1.93
3756,single,8014,absent,SSCE,130,120,yes,male,no,58,5,12.4,5,11.6,-3.12,Graduate,0.8,0
3757,single,9500,present,SSCE,137,124.6,yes,male,no,18,7,13.398,8,13.5425,-4.06,Graduate,0,0.14
3760,single,9147,present,SSCE,150,122,yes,male,no,29,13,11.76923077,14,11.92857143,-3.12,Graduate,0,0.16
3762,single,9085,present,SSCE,133.1,110,yes,male,yes,21,6,13.28571429,6,13,2.02,Graduate,0.29,0
3763,single,9238,present,SSCE,134,129.8,yes,male,yes,20,6,11.66666667,6,11.16666667,-4.06,Graduate,0.5,0
3764,single,9238,present,SSCE,125,114.9,yes,male,yes,19,6,11.5,5,12.2,2.02,Graduate,0,0.7
3765,single,9500,present,SSCE,141,125.6,yes,male,yes,22,6,13.08166667,6,13.15,2.02,Graduate,0,0.07
3766,single,9070,present,SSCE,138,125.1,yes,male,yes,19,6,12.66666667,6,13,-4.06,Graduate,0,0.33
3768,single,9853,present,SSCE,122,112.6,yes,male,no,23,5,13.6,5,11.6,0.32,Enrolled,2,0
3769,single,9773,present,SSCE,131,127.2,yes,male,yes,18,6,13.16666667,5,13.2,1.79,Dropout,0,0.03
3771,single,9003,present,OND,140,140,yes,male,no,20,5,11.66666667,5,12.6,1.79,Graduate,0,0.93
3772,single,9238,present,SSCE,127,120.4,yes,male,yes,19,6,13.5,6,13.42857143,2.02,Graduate,0.07,0
3774,single,9238,present,SSCE,117,113.5,yes,male,yes,18,6,13.16666667,6,14.14285714,2.02,Graduate,0,0.98
3776,single,9003,present,OND,160,160,no,male,no,20,6,13.375,6,13,-0.92,Graduate,0.38,0
3777,single,9070,present,SSCE,128,126.3,yes,male,no,19,6,13.16666667,6,12.66666667,-4.06,Graduate,0.5,0
3780,single,9500,present,SSCE,135,125.8,yes,male,no,18,7,13.15428571,7,13.15428571,1.74,Graduate,0,0
3781,single,9070,present,SSCE,139,142.2,yes,male,yes,19,6,12.83333333,6,12.83333333,-3.12,Graduate,0,0
3782,single,9853,present,SSCE,125,119.4,yes,male,no,18,7,12.14285714,7,13.14285714,1.79,Graduate,0,1
3783,single,9500,present,SSCE,106,106.4,yes,male,yes,19,5,13.34,6,12.38571429,1.79,Enrolled,0.95,0
3788,single,9003,present,OND,130,130,yes,female,no,19,5,11.5,6,11.33333333,1.79,Enrolled,0.17,0
3790,single,9500,present,SSCE,134,131,yes,female,no,18,7,14.59444444,8,13.472,-4.06,Graduate,1.12,0
3795,single,9119,present,SSCE,113,107.4,yes,female,no,18,5,14,5,13.2,3.51,Graduate,0.8,0
3796,single,9254,present,SSCE,126,116.9,yes,female,no,18,6,13.57142857,5,11.8,3.51,Graduate,1.77,0
3798,single,9670,present,SSCE,141,130.5,yes,female,no,19,6,14.25,6,13.85714286,2.02,Graduate,0.39,0
3801,single,9500,present,SSCE,144,127.5,yes,male,yes,19,7,13.54285714,7,13.54285714,-1.7,Graduate,0,0
3802,married,8014,absent,SSCE,140,126,yes,male,yes,39,9,13.11111111,7,11.71428571,-1.7,Graduate,1.4,0
3803,single,8014,absent,OND,100,113,yes,male,no,30,9,12.66666667,7,12.14285714,0.32,Graduate,0.52,0
3806,single,9070,present,SSCE,147,135.8,yes,male,no,20,6,13.66666667,6,13.33333333,-3.12,Graduate,0.33,0
3807,single,8014,absent,Bsc,149,126.3,yes,male,no,55,6,13.83333333,6,12.83333333,0.32,Graduate,1,0
3808,married,9070,present,Msc,130,130,yes,male,no,53,17,13.17647059,16,13,0.32,Dropout,0.18,0
3809,married,8014,absent,SSCE,120,104,yes,male,no,54,4,12.75,5,12.6,0.32,Dropout,0.15,0
3810,single,9500,present,SSCE,125,123.6,yes,male,yes,18,5,12.86,5,12.86,0.32,Enrolled,0,0
3812,single,9238,present,SSCE,149,130.5,yes,male,no,28,9,11.66666667,9,12.55555556,1.74,Graduate,0,0.89
3813,single,8014,absent,HND,180,180,yes,male,no,37,14,16.5,11,16.90909091,3.51,Graduate,0,0.41
3814,single,9238,present,SSCE,110,112.5,yes,male,no,20,9,12.33333333,7,11.77777778,0.32,Graduate,0.56,0
3815,single,9500,present,SSCE,131,126.1,yes,male,no,18,7,12.59125,7,12.82,-4.06,Enrolled,0,0.23
3817,single,9003,present,SSCE,120,131.4,yes,female,yes,23,18,11.89473684,13,12.92307692,-4.06,Graduate,0,1.03
3822,single,9773,present,SSCE,141,127.7,yes,female,no,18,6,15.16666667,6,14.83333333,-3.12,Graduate,0.33,0
3827,single,9003,present,OND,140,140,yes,female,yes,20,5,12.6,5,13.2,1.79,Graduate,0,0.6
3830,single,9500,present,SSCE,143,129,yes,female,no,18,7,12.36571429,7,12.36571429,1.74,Graduate,0,0
3831,single,9670,present,SSCE,128,135.7,yes,female,no,19,5,13.2,5,13.25,1.74,Enrolled,0,0.05
3832,single,9070,present,SSCE,100,108,yes,female,no,34,7,11.42857143,7,11.85714286,0.32,Enrolled,0,0.43
3834,single,9773,present,SSCE,128,124.5,yes,female,yes,19,4,14,6,12.33333333,-3.12,Graduate,1.67,0
3835,married,9003,present,SSCE,120,100,yes,female,no,30,3,12,5,11.8,-4.06,Dropout,0.2,0
3844,single,9130,present,SSCE,133.1,138.4,yes,female,no,21,3,14,5,12.8,0.32,Graduate,1.2,0
3848,single,9003,present,SSCE,130,100,no,female,no,28,8,11.88888889,5,11.6,-4.06,Dropout,0.29,0
3849,single,9773,present,SSCE,121,113,yes,female,no,19,6,13.83333333,6,13.66666667,2.02,Graduate,0.17,0
3851,married,9773,present,Phd,120,130,no,female,no,55,5,11.4,5,12.4,1.74,Dropout,0,1
3853,married,9003,present,SSCE,120,120.5,yes,female,no,35,14,10.64285714,12,10.66666667,-4.06,Dropout,0,0.02
3855,single,9773,present,SSCE,124,137,yes,female,no,20,6,16.83333333,6,16.66666667,3.51,Graduate,0.17,0
3856,single,9254,present,SSCE,150,115,yes,female,no,36,6,13.57142857,5,13.2,-1.7,Graduate,0.37,0
3857,single,9991,absent,Bsc,133.1,142.7,yes,female,yes,34,5,14.71428571,5,14.375,-0.92,Graduate,0.34,0
3862,single,9773,present,SSCE,140,132,yes,female,yes,18,5,12,6,12.83333333,-1.7,Graduate,0,0.83
3863,single,9238,present,SSCE,124,129.6,yes,female,no,19,6,11.125,6,11.85714286,0.32,Graduate,0,0.73
3867,single,9500,present,SSCE,152,132.5,yes,female,no,21,7,14.54,7,14.54,1.74,Graduate,0,0
3870,single,9670,present,SSCE,133.1,150,yes,female,no,21,6,14.75,5,14.33333333,2.02,Graduate,0.42,0
3871,single,9147,present,SSCE,124,115.6,yes,female,yes,20,5,12.375,5,11.66666667,0.79,Graduate,0.71,0
3872,single,9500,present,Bsc,119.1,119.1,yes,female,no,22,6,12.73333333,6,12.73333333,0.32,Graduate,0,0
3876,single,9500,present,SSCE,145,131.4,yes,male,no,19,7,13.44285714,7,13.77142857,0.79,Dropout,0,0.33
3877,single,9500,present,SSCE,141,126.8,yes,male,yes,20,8,14.2,8,14.2,-3.12,Graduate,0,0
3878,single,9500,present,Bsc,118.9,118.9,yes,male,yes,19,6,13.55,6,13.55,0.32,Graduate,0,0
3879,married,9991,absent,SSCE,160,160,yes,male,no,35,5,11.6,5,11.16666667,-4.06,Graduate,0.43,0
3880,single,9773,present,SSCE,111,115.9,yes,male,no,22,6,13.57142857,6,15.28571429,0.79,Graduate,0,1.71
3881,single,9254,present,SSCE,111,109.3,yes,male,yes,20,6,13.83333333,6,15,2.02,Graduate,0,1.17
3884,single,9500,present,HND,140,140,yes,male,no,30,7,15.67571429,7,15.67571429,1.74,Graduate,0,0
3885,single,9238,present,SSCE,122,114.7,yes,male,yes,18,6,10.83333333,6,12,2.02,Graduate,0,1.17
3886,single,9254,present,SSCE,128,120,yes,male,yes,20,6,14.5,5,15,1.79,Enrolled,0,0.5
3888,single,9085,present,SSCE,139,136.2,yes,male,no,19,5,13,5,13.33333333,0.32,Graduate,0,0.33
3889,single,9130,present,SSCE,130,119.5,yes,male,yes,21,7,12.24285714,8,14.125,-4.06,Graduate,0,1.88
3890,single,9853,present,SSCE,133.1,106,yes,male,no,21,7,13,6,12.5,3.51,Enrolled,0.5,0
3891,single,9670,present,SSCE,130,124.1,yes,male,no,18,6,14.16666667,6,13.42857143,3.51,Enrolled,0.74,0
3894,single,9500,present,SSCE,120,114.8,yes,male,no,21,4,13.25,5,13.82,2.02,Enrolled,0,0.57
3895,single,9500,present,SSCE,140,130,yes,female,yes,18,6,13.18333333,6,13.18333333,0.32,Graduate,0,0
3897,single,9500,present,SSCE,134,133.5,yes,female,yes,20,7,11.9725,8,12.65125,-4.06,Graduate,0,0.68
3898,married,9254,present,SSCE,130,120,yes,male,no,34,5,12.4,5,12.8,-3.12,Graduate,0,0.4
3899,married,9147,present,HND,120,120,yes,male,no,33,5,12.6,5,11.25,1.74,Enrolled,1.35,0
3900,single,9500,present,SSCE,142,137.3,yes,male,yes,22,6,13.9,6,13.9,0.32,Graduate,0,0
3906,single,9500,present,SSCE,124,116,yes,male,yes,21,7,13.95714286,7,13.95714286,-1.7,Graduate,0,0
3908,married,9238,present,SSCE,126.6,107.5,yes,male,yes,42,6,13.33333333,6,15.28571429,2.02,Graduate,0,1.95
3910,single,9773,present,SSCE,144,130.7,yes,male,no,20,6,11.66666667,5,11.6,0.32,Enrolled,0.07,0
3911,married,8014,absent,OND,160,155.9,yes,male,no,33,6,15.71428571,6,15.5,0.79,Graduate,0.21,0
3912,single,9254,present,SSCE,105,106.1,yes,male,no,20,5,11,5,11.4,0.79,Graduate,0,0.4
3914,married,9991,absent,HND,140,140,yes,male,no,34,5,12.2,8,12.22222222,-0.92,Dropout,0,0.02
3915,single,9147,present,SSCE,138,145,yes,male,no,18,5,13,5,14,0.32,Graduate,0,1
3916,single,8014,absent,SSCE,120,113,yes,male,yes,24,4,12,6,13,1.74,Graduate,0,1
3917,single,9853,present,SSCE,135,137.1,yes,male,no,18,6,13.33333333,6,12.33333333,0.32,Graduate,1,0
3919,single,9500,present,SSCE,121,120.5,yes,male,no,21,7,12.91,7,12.91,1.74,Graduate,0,0
3921,single,9500,present,SSCE,132,125.5,yes,male,yes,19,6,13.58,8,12.93625,-4.06,Graduate,0.64,0
3922,single,9238,present,SSCE,128,124.5,yes,male,yes,18,4,12.4,6,12.5,1.79,Graduate,0,0.1
3923,married,8014,absent,SSCE,160,126,yes,male,yes,38,8,12.88888889,7,13,0.79,Graduate,0,0.11
3924,single,171,present,SSCE,125,136.2,yes,female,no,21,11,11.54545455,9,11.7,3.51,Enrolled,0,0.15
3926,single,9500,present,SSCE,147,138.5,yes,male,no,19,8,14.34125,8,14.34125,-3.12,Graduate,0,0
3927,single,9773,present,SSCE,130,122.3,no,male,no,18,6,14.14285714,5,12,0.79,Dropout,2.14,0
3930,single,9773,present,SSCE,151,146.5,yes,male,yes,18,6,13.33333333,6,14.16666667,-1.7,Graduate,0,0.83
3931,single,9130,present,SSCE,132,121.9,yes,male,no,18,6,14.5,6,12.85714286,0.79,Graduate,1.64,0
3932,single,9991,absent,Phd,130,130,yes,male,no,26,8,12.66666667,10,13.4,2.02,Graduate,0,0.73
3938,single,9500,present,SSCE,138,128,yes,male,no,19,7,14.20857143,8,15.12777778,2.02,Graduate,0,0.92
3939,single,9500,present,SSCE,118,113.5,yes,male,no,20,7,14.30714286,8,15.0125,1.79,Graduate,0,0.71
3945,single,9773,present,SSCE,115,116.1,yes,male,yes,18,6,13.85714286,6,14.28571429,0.79,Graduate,0,0.43
3948,married,9670,present,SSCE,150,135.6,yes,male,yes,43,5,11,5,13,1.79,Graduate,0,2
3949,single,9147,present,SSCE,153,147.8,yes,male,yes,18,5,13.2,5,14.4,-0.92,Graduate,0,1.2
3952,single,9500,present,SSCE,144,130.8,yes,male,yes,19,7,14.21428571,7,14.21428571,-1.7,Graduate,0,0
3953,single,9085,present,SSCE,130,122.6,yes,male,no,18,5,13,5,12.4,0.32,Graduate,0.6,0
3956,single,9147,present,SSCE,133,125,yes,male,no,18,5,12.8,5,12.6,-3.12,Graduate,0.2,0
3958,single,9500,present,SSCE,133,131.1,yes,male,no,18,7,13.97142857,8,15.75,0.79,Graduate,0,1.78
3959,single,9085,present,SSCE,154,141.4,yes,male,yes,19,6,15,6,14.85714286,2.02,Graduate,0.14,0
3961,single,9500,present,SSCE,168,133.4,yes,male,no,23,26,15.07777778,17,15.02352941,-4.06,Graduate,0.05,0
3962,single,9500,present,SSCE,132,127.3,yes,male,no,20,6,13.38333333,6,13.38333333,0.32,Graduate,0,0
3963,single,171,present,SSCE,133.1,131.8,yes,male,no,20,12,13.25,10,13.09090909,3.51,Graduate,0.16,0
3965,single,9500,present,SSCE,150,132.8,yes,male,yes,18,8,13.01125,8,13.01125,-3.12,Graduate,0,0
3969,single,9991,absent,OND,160,160,yes,male,no,26,5,12,5,11.4,-1.7,Graduate,0.6,0
3970,single,9070,present,SSCE,131,131.7,yes,male,no,20,6,12.16666667,5,13.8,-1.7,Graduate,0,1.63
3971,single,9500,present,SSCE,114,112.6,yes,male,no,19,6,11.85,7,13.65,-0.92,Graduate,0,1.8
3972,single,9991,absent,SSCE,120,111.1,yes,male,no,31,4,11,5,11.2,0.32,Graduate,0,0.2
3973,single,9500,present,SSCE,140,127.5,yes,male,yes,20,7,12.32777778,8,11.736,-4.06,Graduate,0.59,0
3974,single,9085,present,SSCE,130,120.2,yes,male,no,20,4,12,5,13.42857143,1.74,Graduate,0,1.43
3975,single,9500,present,SSCE,121,118.9,yes,male,no,21,7,14.42857143,8,14.51111111,-0.92,Graduate,0,0.08
3976,single,9500,present,SSCE,130,119.9,yes,male,no,18,7,13.78,8,12.6125,1.79,Graduate,1.17,0
3977,single,9500,present,SSCE,141,127.3,yes,male,yes,19,6,13.8,6,13.8,0.32,Graduate,0,0
3978,single,9853,present,SSCE,131,127.9,yes,male,yes,18,7,14.85714286,7,15.14285714,0.79,Graduate,0,0.29
3979,married,9773,present,HND,133.1,133,yes,male,no,40,5,13,5,12.6,-0.92,Enrolled,0.4,0
3980,single,9238,present,SSCE,117,114.6,yes,male,yes,18,6,12.14285714,6,13.33333333,0.79,Graduate,0,1.19
3981,single,9085,present,SSCE,151,144.5,yes,male,no,18,6,15.66666667,6,14.83333333,3.51,Graduate,0.83,0
3982,single,9500,present,SSCE,131,125.4,yes,male,no,19,5,12.5,7,12.16666667,-4.06,Graduate,0.33,0
3983,single,9238,present,SSCE,145,145,yes,male,yes,19,6,12.83333333,6,13.16666667,1.79,Graduate,0,0.33
3985,single,9070,present,SSCE,119,124.6,yes,male,no,20,6,12.5,6,12.66666667,0.32,Graduate,0,0.17
3986,single,9773,present,SSCE,122,130.8,yes,male,no,18,4,11.25,5,13,-3.12,Graduate,0,1.75
3987,single,9500,present,SSCE,155,140.5,yes,male,no,18,6,15.25,6,15.25,0.32,Graduate,0,0
3989,single,9238,present,SSCE,130,118.4,yes,male,no,28,13,12.07692308,11,12.09090909,-0.92,Graduate,0,0.01
3990,single,9853,present,SSCE,133.1,128.2,yes,male,no,23,16,14.625,9,14.88888889,3.51,Graduate,0,0.26
3992,single,9238,present,SSCE,137,131.1,yes,male,yes,18,6,12.83333333,6,12.16666667,3.51,Graduate,0.67,0
3993,single,9773,present,SSCE,161,137.9,no,male,yes,20,6,12.5,5,11.8,1.74,Graduate,0.7,0
3994,single,171,present,SSCE,133.1,128.2,yes,male,no,20,12,11.23076923,9,12.77777778,2.02,Graduate,0,1.55
3997,married,9130,present,Bsc,133.1,123,yes,male,yes,37,7,10.98571429,8,12.3,1.74,Graduate,0,1.31
3999,single,9500,present,SSCE,147,141.1,yes,male,no,20,6,13,8,14.2125,0.79,Dropout,0,1.21
4002,married,9254,present,Bsc,133.1,123.5,yes,female,no,39,6,13.5,6,13.33333333,1.79,Graduate,0.17,0
4003,single,9500,present,SSCE,141,136.3,yes,female,yes,18,6,13.51666667,6,13.51666667,0.32,Graduate,0,0
4004,single,9070,present,SSCE,128,123.5,yes,female,yes,21,6,13.16666667,6,13.28571429,3.51,Graduate,0,0.12
4006,single,9003,present,OND,160,160,yes,female,yes,22,6,13.125,6,13,-0.92,Graduate,0.12,0
4013,single,9500,present,SSCE,129,137.8,yes,male,yes,20,7,16.13142857,8,15.52222222,2.02,Graduate,0.61,0
4014,single,9500,present,SSCE,140,136.5,yes,male,yes,18,7,14.83857143,8,14.8,1.79,Graduate,0.04,0
4018,single,9254,present,SSCE,132,122.6,yes,male,yes,20,6,13.16666667,6,14,0.79,Graduate,0,0.83
4019,single,9500,present,SSCE,131,129.5,yes,male,yes,19,8,13.9475,8,13.9475,-3.12,Graduate,0,0
4021,single,8014,absent,SSCE,133.1,100,yes,male,no,26,7,12.75,7,12.28571429,-0.92,Graduate,0.46,0
4022,single,9147,present,SSCE,160,137.6,yes,male,yes,19,5,12.6,5,11.25,1.74,Graduate,1.35,0
4023,single,9500,present,HND,120,120,yes,male,no,29,6,12.25,6,12.25,-1.7,Dropout,0,0
4025,married,9991,absent,SSCE,140,139,yes,male,yes,38,5,11,5,11.4,-3.12,Enrolled,0,0.4
4026,single,9003,present,SSCE,100,110,yes,male,no,41,12,11.83333333,9,12.7,-4.06,Graduate,0,0.87
4027,single,9500,present,SSCE,139,128.5,yes,male,no,19,6,13.06666667,6,13.06666667,-1.7,Dropout,0,0
4028,single,9070,present,SSCE,136,132.2,yes,male,no,19,6,13.83333333,6,13.875,1.74,Graduate,0,0.04
4030,single,9130,present,SSCE,145,129.3,yes,male,no,19,5,11.8,5,13.2,1.74,Graduate,0,1.4
4031,single,171,present,SSCE,133.1,128.2,yes,female,yes,19,12,13.33333333,10,12.81818182,3.51,Enrolled,0.52,0
4032,single,9500,present,SSCE,146,130.3,yes,female,no,18,8,13.74625,8,13.74625,-3.12,Graduate,0,0
4036,single,9670,present,SSCE,120,142.3,yes,male,yes,26,6,13.33333333,5,14.5,1.74,Graduate,0,1.17
4037,single,9238,present,SSCE,130,122,yes,male,yes,21,1,10,5,11.4,-1.7,Enrolled,0,1.4
4038,single,9085,present,SSCE,158,153.6,yes,male,yes,18,6,15.66666667,6,15.28571429,3.51,Graduate,0.38,0
4039,single,9853,present,SSCE,122,112.9,yes,male,no,18,7,11.85714286,7,11.85714286,-0.92,Graduate,0,0
4040,single,9085,present,SSCE,140,124.1,yes,male,no,18,5,14.5,5,13.6,-3.12,Graduate,0.9,0
4041,single,9238,present,SSCE,136,129.7,yes,male,no,19,6,12.16666667,6,13.71428571,-4.06,Graduate,0,1.55
4042,single,9773,present,SSCE,111,110,yes,male,no,18,5,12.6,6,12,2.02,Graduate,0.6,0
4043,single,9500,present,SSCE,145,136.3,yes,male,no,18,7,12.28571429,7,12.28571429,-1.7,Enrolled,0,0
4044,single,9238,present,SSCE,133.1,146,yes,male,yes,19,6,12.66666667,6,13,3.51,Graduate,0,0.33
